0,1,2,3,4,5,6,7,8,9,10
1476.0,2011,17,4,0,1,1,22.96,26.515,64,8.9981
1487.0,2011,0,1,0,0,1,10.66,13.635,60,8.9981
1490.0,2011,10,4,0,1,1,13.12,15.15,53,19.9995
1492.0,2012,12,1,1,0,1,8.2,9.09,55,22.0028
1493.0,2011,21,2,0,1,1,26.24,31.06,47,15.0013
1495.0,2011,9,1,0,1,1,6.56,6.82,47,19.9995
1499.0,2012,1,3,0,1,1,26.24,30.305,73,0
1501.0,2011,8,3,0,0,1,27.06,31.06,65,11.0014
1503.0,2011,4,2,0,1,3,15.58,19.695,94,22.0028
1504.0,2012,19,1,0,0,2,12.3,14.395,52,16.9979
1510.0,2012,4,4,0,1,2,15.58,19.695,94,7.0015
1512.0,2011,19,3,0,0,1,32.8,34.85,33,15.0013
1514.0,2012,2,2,0,1,1,22.96,26.515,60,15.0013
1517.0,2012,2,3,0,0,1,26.24,30.305,69,8.9981
1518.0,2011,22,2,0,1,1,25.42,31.06,50,7.0015
1528.0,2011,15,3,0,1,1,36.9,39.395,27,0
1533.0,2012,1,4,0,1,3,14.76,17.425,87,15.0013
1534.0,2012,7,4,0,0,2,9.84,12.88,75,6.0032
1538.0,2012,17,3,0,1,2,35.26,37.12,30,11.0014
1539.0,2012,16,2,0,1,3,30.34,34.09,58,30.0026
1540.0,2012,5,4,0,0,1,10.66,13.635,65,7.0015
1542.0,2011,12,2,0,1,1,13.94,15.15,53,23.9994
1548.0,2011,13,1,0,1,1,22.14,25.76,34,15.0013
1549.0,2012,9,4,0,0,1,13.94,15.91,49,15.0013
1551.0,2011,6,4,0,0,1,13.12,15.91,81,11.0014
1553.0,2011,17,3,0,1,3,27.06,29.545,89,30.0026
1556.0,2011,16,3,0,1,3,27.88,31.82,83,30.0026
1560.0,2012,2,4,0,1,2,12.3,15.15,70,11.0014
1566.0,2011,7,1,0,1,1,4.92,4.545,42,27.9993
1567.0,2012,1,4,0,1,1,17.22,21.21,82,7.0015
1568.0,2012,20,1,0,1,1,25.42,31.06,35,7.0015
1571.0,2011,18,2,0,1,1,25.42,30.305,69,15.0013
1572.0,2011,6,4,0,1,2,10.66,15.15,87,0
1578.0,2012,0,2,0,1,2,23.78,27.275,83,12.998
1582.0,2012,19,1,0,0,1,23.78,27.275,64,19.0012
1584.0,2011,13,2,0,1,2,21.32,25,48,6.0032
1590.0,2011,8,2,0,1,1,22.96,26.515,88,19.0012
1594.0,2011,4,3,0,1,1,28.7,33.335,79,11.0014
1595.0,2011,1,1,0,1,1,13.94,15.91,53,15.0013
1602.0,2011,22,3,0,1,1,28.7,32.575,65,15.0013
1604.0,2011,2,2,0,1,1,15.58,19.695,66,16.9979
1619.0,2012,21,3,0,1,2,28.7,32.575,58,11.0014
1620.0,2012,22,3,0,1,1,22.96,26.515,64,7.0015
1621.0,2012,3,4,0,0,1,10.66,12.88,65,12.998
1622.0,2012,16,1,0,1,1,18.86,22.725,63,36.9974
1626.0,2012,4,2,0,1,1,12.3,14.395,61,15.0013
1636.0,2011,21,3,0,1,1,25.42,28.79,83,8.9981
1639.0,2012,13,4,0,0,1,16.4,20.455,71,15.0013
1644.0,2012,2,1,0,1,1,12.3,14.395,52,15.0013
1645.0,2011,9,2,0,1,1,13.12,14.395,70,23.9994
1649.0,2012,3,3,0,1,2,21.32,25,63,16.9979
1652.0,2011,3,2,0,0,3,12.3,14.395,100,16.9979
1653.0,2012,2,2,0,0,1,20.5,24.24,51,7.0015
1656.0,2011,19,1,0,1,1,7.38,7.575,47,27.9993
1657.0,2011,22,2,0,0,2,29.52,34.09,62,8.9981
1659.0,2012,21,3,0,1,1,30.34,35.605,74,16.9979
1660.0,2011,2,4,0,0,1,10.66,12.88,65,11.0014
1661.0,2011,20,3,0,1,1,31.16,35.605,58,23.9994
1664.0,2011,22,3,0,0,2,28.7,33.335,84,22.0028
1666.0,2011,21,1,0,1,2,9.02,12.12,93,7.0015
1668.0,2011,18,2,0,0,2,29.52,34.09,62,8.9981
1669.0,2011,15,1,0,1,1,24.6,30.305,28,16.9979
1671.0,2011,1,2,0,1,1,21.32,25,94,8.9981
1674.0,2011,18,1,0,1,1,26.24,31.06,33,22.0028
1679.0,2011,4,4,0,1,2,18.04,21.97,94,7.0015
1687.0,2012,15,3,0,1,2,26.24,30.305,65,16.9979
1694.0,2012,23,3,0,1,2,29.52,32.575,45,8.9981
1695.0,2012,23,1,0,1,3,13.94,15.91,87,15.0013
1700.0,2012,14,1,0,0,1,6.56,6.06,40,35.0008
1701.0,2011,22,3,0,0,2,22.14,25.76,68,6.0032
1702.0,2012,17,2,0,0,1,28.7,31.82,42,22.0028
1703.0,2012,21,2,0,0,1,25.42,31.06,57,16.9979
1705.0,2011,8,2,0,1,2,24.6,28.03,83,0
1708.0,2012,22,3,0,1,1,22.14,25.76,52,8.9981
1714.0,2012,22,4,0,1,1,13.12,15.15,53,16.9979
1715.0,2012,15,2,0,1,2,25.42,29.545,73,11.0014
1719.0,2012,19,4,0,1,1,27.06,31.06,57,7.0015
1723.0,2011,9,4,0,1,1,16.4,20.455,66,11.0014
1725.0,2011,9,4,0,1,1,18.86,22.725,63,12.998
1728.0,2012,7,1,0,0,1,4.92,6.06,54,19.0012
1730.0,2011,7,3,0,1,3,24.6,27.275,88,6.0032
1737.0,2012,5,4,0,1,2,15.58,19.695,94,7.0015
1739.0,2012,18,3,0,1,1,31.16,35.605,62,19.0012
1740.0,2011,10,2,0,1,2,22.96,26.515,37,6.0032
1743.0,2012,21,3,0,1,1,22.96,26.515,49,11.0014
1746.0,2012,8,2,0,1,1,18.86,22.725,67,23.9994
1747.0,2012,7,2,0,1,1,17.22,21.21,50,16.9979
1748.0,2011,3,1,0,0,1,4.1,3.79,46,27.9993
1754.0,2011,12,4,0,1,3,18.86,22.725,100,15.0013
1756.0,2011,23,4,0,1,1,15.58,19.695,87,0
1758.0,2012,5,1,0,1,1,5.74,6.82,54,12.998
1759.0,2012,20,3,0,0,1,36.9,40.91,37,11.0014
1762.0,2012,8,2,0,1,1,13.94,18.18,57,0
1763.0,2011,21,1,1,0,3,6.56,7.575,80,12.998
1764.0,2011,12,3,0,1,2,23.78,27.275,60,6.0032
1765.0,2012,1,3,0,0,2,28.7,32.575,51,7.0015
1766.0,2012,18,3,0,0,3,29.52,34.85,79,23.9994
1767.0,2012,9,3,0,1,1,29.52,33.335,58,7.0015
1771.0,2012,17,1,0,1,1,23.78,27.275,43,12.998
1773.0,2011,9,3,0,1,2,30.34,34.09,55,12.998
1775.0,2011,14,2,0,1,2,14.76,15.91,57,32.9975
1776.0,2011,4,3,0,1,1,22.96,26.515,83,6.0032
1784.0,2011,15,3,0,0,2,34.44,40.15,53,16.9979
1785.0,2011,16,1,0,1,2,13.94,15.15,76,22.0028
1786.0,2011,10,3,0,0,1,29.52,33.335,54,12.998
1792.0,2012,16,4,0,0,1,17.22,21.21,82,11.0014
1798.0,2011,14,3,0,1,1,32.8,37.12,49,11.0014
1803.0,2011,10,3,0,0,1,31.16,34.85,55,8.9981
1805.0,2011,21,2,0,1,1,26.24,31.06,41,16.9979
1807.0,2012,11,1,0,0,1,6.56,7.575,47,15.0013
1809.0,2011,10,3,0,1,2,30.34,34.85,70,23.9994
1811.0,2011,5,1,0,0,2,9.84,12.88,75,6.0032
1812.0,2011,13,4,0,1,1,13.94,15.15,49,22.0028
1816.0,2012,8,1,0,1,1,13.12,14.395,61,23.9994
1817.0,2011,18,4,0,1,1,18.04,21.97,67,7.0015
1818.0,2011,10,1,0,1,2,5.74,6.06,50,19.9995
1819.0,2011,19,3,0,0,2,27.88,31.82,79,19.0012
1828.0,2012,6,4,0,1,1,9.02,11.365,69,8.9981
1829.0,2012,5,1,0,1,1,16.4,20.455,50,11.0014
1831.0,2011,10,3,0,1,1,32.8,36.365,43,15.0013
1838.0,2012,5,2,0,1,1,13.12,15.15,53,22.0028
1844.0,2012,5,4,0,0,1,9.84,12.88,87,6.0032
1846.0,2012,5,1,0,1,2,8.2,11.365,59,6.0032
1849.0,2011,0,1,0,0,2,24.6,31.06,53,16.9979
1851.0,2011,15,4,0,1,2,13.12,16.665,57,7.0015
1856.0,2011,20,2,0,1,1,26.24,31.06,44,16.9979
1857.0,2012,4,4,0,0,1,10.66,14.395,81,6.0032
1858.0,2011,22,3,0,1,1,32.8,36.365,46,8.9981
1859.0,2012,15,4,0,0,1,21.32,25,45,0
1860.0,2011,14,4,0,1,3,16.4,20.455,76,0
1864.0,2012,14,2,0,1,1,22.96,26.515,37,27.9993
1866.0,2012,10,3,0,1,1,30.34,34.85,70,15.0013
1875.0,2011,2,3,0,1,1,29.52,33.335,54,11.0014
1877.0,2011,20,4,0,0,1,22.14,25.76,52,31.0009
1879.0,2011,6,2,0,0,1,14.76,15.91,66,30.0026
1881.0,2012,11,4,0,1,3,18.86,22.725,94,15.0013
1885.0,2012,23,4,0,1,1,13.94,17.425,49,6.0032
1886.0,2011,7,4,0,0,1,17.22,21.21,94,6.0032
1890.0,2011,23,4,0,0,1,13.94,17.425,87,7.0015
1891.0,2011,2,3,0,0,2,26.24,30.305,69,15.0013
1892.0,2011,23,4,0,1,2,12.3,15.15,49,8.9981
1893.0,2011,15,1,0,1,2,13.94,15.91,53,16.9979
1896.0,2011,21,4,0,1,2,22.14,25.76,68,8.9981
1897.0,2012,22,3,0,0,3,27.88,31.82,83,8.9981
1900.0,2012,6,2,0,1,1,12.3,15.91,61,6.0032
1909.0,2012,7,2,0,0,1,23.78,27.275,64,7.0015
1914.0,2012,19,4,0,0,3,15.58,19.695,94,6.0032
1918.0,2012,20,1,0,0,2,18.04,21.97,62,19.9995
1922.0,2011,22,3,0,0,1,29.52,34.09,62,11.0014
1925.0,2012,1,4,0,1,2,11.48,12.88,52,19.0012
1929.0,2011,22,4,0,1,2,23.78,27.275,94,23.9994
1930.0,2012,15,3,0,1,1,27.06,31.06,31,26.0027
1938.0,2012,5,2,0,0,1,22.14,25.76,68,7.0015
1944.0,2011,16,4,0,1,1,25.42,31.06,46,27.9993
1954.0,2011,5,1,0,1,1,5.74,6.06,33,19.9995
1957.0,2011,0,4,0,1,1,11.48,12.88,52,22.0028
1960.0,2011,18,3,0,1,1,33.62,38.635,49,23.9994
1961.0,2011,2,2,0,0,2,13.12,15.15,87,15.0013
1962.0,2012,19,3,0,1,2,36.08,40.15,39,16.9979
1965.0,2011,21,1,0,0,2,18.04,21.97,72,22.0028
1971.0,2011,1,4,0,1,1,10.66,11.365,81,23.9994
1973.0,2012,0,2,0,1,1,22.96,26.515,56,11.0014
1977.0,2012,4,2,0,1,1,24.6,30.305,64,22.0028
1984.0,2012,2,1,0,1,1,15.58,19.695,54,7.0015
1989.0,2012,10,1,0,1,1,20.5,24.24,68,31.0009
1991.0,2011,13,3,0,1,2,22.14,25.76,42,0
1998.0,2011,22,3,0,0,2,27.06,30.305,78,7.0015
1999.0,2012,14,3,0,1,1,30.34,35.605,74,6.0032
2008.0,2011,10,3,0,1,1,30.34,34.09,55,8.9981
2009.0,2011,13,1,0,1,1,10.66,13.635,35,7.0015
2010.0,2011,18,3,0,1,1,31.16,34.09,45,15.0013
2012.0,2012,14,1,0,1,1,18.04,21.97,38,16.9979
2014.0,2011,2,4,0,1,1,22.96,26.515,94,11.0014
2016.0,2012,23,4,0,0,2,17.22,21.21,82,8.9981
2020.0,2011,5,4,0,1,1,9.02,10.605,64,15.0013
2026.0,2011,20,4,0,0,1,20.5,24.24,31,23.9994
2027.0,2012,20,2,0,1,1,26.24,31.06,27,15.0013
2029.0,2012,22,1,0,0,1,10.66,12.88,44,11.0014
2031.0,2012,22,3,0,1,2,27.06,31.06,69,15.0013
2034.0,2011,21,1,0,1,2,9.84,12.12,70,11.0014
2040.0,2011,12,2,0,1,1,29.52,33.335,54,26.0027
2043.0,2012,2,3,0,0,1,27.06,29.545,89,22.0028
2044.0,2012,16,3,0,0,2,34.44,39.395,49,11.0014
2045.0,2012,22,1,0,0,1,18.04,21.97,21,8.9981
2050.0,2011,11,2,0,1,2,27.88,31.82,61,19.9995
2052.0,2012,20,4,0,1,1,17.22,21.21,62,11.0014
2055.0,2011,2,3,0,0,1,26.24,28.79,89,11.0014
2058.0,2012,2,3,0,1,1,29.52,34.85,79,0
2061.0,2012,2,2,0,1,2,20.5,24.24,42,12.998
2063.0,2011,14,3,0,1,1,32.8,34.85,29,12.998
2072.0,2011,13,3,0,0,1,30.34,34.09,55,19.0012
2075.0,2012,4,1,0,0,3,9.84,11.365,87,15.0013
2076.0,2011,12,2,0,1,2,21.32,25,88,12.998
2078.0,2012,14,3,0,1,1,32.8,34.85,33,7.0015
2086.0,2012,2,2,0,1,3,18.04,21.97,94,8.9981
2091.0,2011,16,3,0,1,1,31.16,35.605,62,22.0028
2096.0,2012,10,2,0,1,1,18.86,22.725,47,11.0014
2101.0,2011,21,1,0,0,1,4.92,5.305,39,23.9994
2102.0,2011,3,2,0,1,1,24.6,30.305,60,32.9975
2105.0,2011,16,3,0,1,1,32.8,36.365,46,23.9994
2108.0,2012,8,4,0,0,1,13.12,16.665,87,7.0015
2110.0,2012,7,4,0,0,1,17.22,21.21,82,15.0013
2112.0,2011,14,1,0,1,1,13.12,14.395,36,27.9993
2119.0,2012,9,1,0,1,1,7.38,10.605,80,7.0015
2122.0,2012,18,3,0,1,1,31.98,34.85,46,12.998
2123.0,2012,10,4,0,0,2,16.4,20.455,87,19.0012
2126.0,2012,5,4,0,1,1,13.94,17.425,93,6.0032
2127.0,2011,16,2,0,1,1,15.58,19.695,46,27.9993
2128.0,2011,19,4,0,0,1,22.14,25.76,68,8.9981
2132.0,2012,23,4,0,1,1,13.94,17.425,66,7.0015
2133.0,2011,1,2,0,1,1,27.06,30.305,78,0
2138.0,2011,21,2,0,1,2,24.6,29.545,73,7.0015
2140.0,2012,0,2,0,0,1,22.14,25.76,60,11.0014
2142.0,2011,13,3,0,1,2,31.16,35.605,58,15.0013
2143.0,2011,19,4,0,1,1,21.32,25,68,15.0013
2150.0,2011,9,2,0,0,2,21.32,25,94,6.0032
2152.0,2011,11,3,0,1,2,29.52,34.09,62,16.9979
2156.0,2012,6,3,0,0,2,26.24,29.545,78,6.0032
2163.0,2011,2,2,0,1,1,24.6,31.06,49,19.0012
2164.0,2011,15,3,0,0,3,29.52,34.85,74,19.9995
2165.0,2012,2,3,0,0,2,28.7,32.575,54,7.0015
2168.0,2011,11,4,0,1,2,18.04,21.97,67,30.0026
2171.0,2012,2,4,0,1,2,12.3,14.395,49,15.0013
2175.0,2011,23,1,0,1,1,8.2,11.365,47,7.0015
2183.0,2012,1,4,0,1,2,15.58,19.695,87,7.0015
2184.0,2012,2,2,0,1,1,13.12,15.15,45,19.0012
2188.0,2011,19,4,0,1,1,11.48,15.15,61,6.0032
2192.0,2011,4,2,0,1,2,29.52,34.85,79,6.0032
2194.0,2011,9,2,0,1,2,29.52,33.335,58,15.0013
2198.0,2011,16,4,0,0,1,15.58,19.695,46,0
2200.0,2011,11,2,0,1,1,26.24,31.06,41,19.0012
2201.0,2012,12,2,0,1,2,22.96,26.515,68,15.0013
2212.0,2011,7,2,0,0,2,14.76,18.18,100,6.0032
2216.0,2011,0,1,0,0,2,17.22,21.21,77,23.9994
2218.0,2011,16,3,0,1,1,29.52,33.335,51,12.998
2219.0,2012,16,2,0,1,1,31.16,33.335,29,19.9995
2221.0,2012,1,1,0,1,1,1.64,1.515,38,19.9995
2223.0,2012,8,3,0,0,1,30.34,36.365,72,12.998
2224.0,2012,22,3,1,0,2,28.7,33.335,84,8.9981
2232.0,2011,14,4,0,0,1,14.76,18.94,46,0
2233.0,2012,18,3,0,1,2,25.42,29.545,73,11.0014
2234.0,2011,1,1,0,0,1,18.86,22.725,14,27.9993
2236.0,2012,3,1,0,0,1,12.3,16.665,81,0
2250.0,2012,8,3,0,0,1,26.24,30.305,69,16.9979
2253.0,2012,9,4,0,1,1,9.84,12.12,75,8.9981
2257.0,2012,20,1,0,1,2,17.22,21.21,71,12.998
2258.0,2011,20,1,0,1,3,5.74,7.575,86,11.0014
2259.0,2011,19,1,0,1,3,5.74,6.06,86,16.9979
2261.0,2011,17,2,0,1,1,37.72,42.425,35,15.0013
2265.0,2011,18,3,0,1,3,19.68,23.485,67,40.9973
2269.0,2012,16,1,0,1,2,13.94,15.91,42,16.9979
2271.0,2011,6,2,0,1,1,18.04,21.97,72,16.9979
2272.0,2011,8,1,0,1,3,9.02,10.605,93,15.0013
2273.0,2011,6,3,0,1,2,24.6,28.03,83,16.9979
2275.0,2011,19,2,0,0,2,28.7,31.82,39,6.0032
2277.0,2012,6,4,0,1,2,12.3,14.395,49,19.0012
2278.0,2011,20,1,0,1,1,6.56,7.575,47,15.0013
2283.0,2012,14,3,0,1,1,38.54,43.94,38,22.0028
2286.0,2011,21,1,0,0,1,10.66,15.15,60,0
2294.0,2012,3,3,0,1,1,21.32,25,68,19.0012
2298.0,2011,4,2,0,1,2,19.68,23.485,88,8.9981
2301.0,2011,13,3,0,1,1,33.62,37.12,43,7.0015
2308.0,2011,8,1,0,1,1,5.74,6.06,50,19.0012
2309.0,2011,19,4,0,1,1,13.94,15.91,53,16.9979
2313.0,2012,14,1,0,0,2,20.5,24.24,77,6.0032
2320.0,2011,17,4,0,0,1,11.48,12.88,36,22.0028
2321.0,2011,23,2,0,1,1,18.04,21.97,82,8.9981
2325.0,2011,5,1,0,1,3,9.02,13.635,55,0
2326.0,2012,2,3,0,1,1,21.32,25,72,0
2328.0,2012,7,3,0,0,1,26.24,28.79,83,6.0032
2332.0,2012,17,4,0,1,2,21.32,25,68,11.0014
2333.0,2012,11,4,0,0,1,18.86,22.725,59,8.9981
2336.0,2012,0,2,0,0,1,27.06,31.06,69,7.0015
2337.0,2011,8,4,0,0,1,6.56,11.365,69,0
2341.0,2012,12,2,0,1,1,28.7,31.82,42,0
2346.0,2011,7,3,0,1,1,26.24,31.06,44,11.0014
2353.0,2012,19,1,0,0,1,8.2,9.85,47,15.0013
2363.0,2011,22,4,0,0,2,13.12,16.665,61,6.0032
2365.0,2012,13,4,0,1,2,29.52,33.335,58,22.0028
2369.0,2012,6,2,0,1,1,14.76,15.91,71,31.0009
2374.0,2012,13,4,0,0,2,26.24,31.06,57,35.0008
2378.0,2012,2,2,0,1,2,25.42,31.06,53,16.9979
2379.0,2012,21,2,0,1,2,17.22,21.21,82,6.0032
2382.0,2012,21,4,0,0,2,12.3,16.665,87,0
2387.0,2012,5,3,1,0,1,27.06,31.06,69,0
2388.0,2012,23,4,0,1,1,18.86,22.725,88,7.0015
2394.0,2011,1,1,0,1,3,13.94,15.91,0,16.9979
2396.0,2012,21,1,0,1,1,13.94,17.425,61,7.0015
2399.0,2011,12,4,0,1,2,13.94,15.15,42,23.9994
2404.0,2012,3,1,0,1,2,12.3,16.665,70,0
2409.0,2011,21,2,0,1,2,18.04,21.97,67,19.0012
2411.0,2012,12,2,0,1,1,17.22,21.21,35,19.9995
2412.0,2011,5,1,0,1,1,8.2,12.88,86,0
2414.0,2011,13,4,0,1,1,18.04,21.97,51,27.9993
2419.0,2011,19,1,0,1,2,9.02,11.365,80,8.9981
2422.0,2012,16,2,0,0,1,33.62,34.85,24,12.998
2423.0,2012,13,1,1,0,2,9.84,9.85,41,27.9993
2424.0,2011,1,4,0,0,1,12.3,15.91,75,6.0032
2427.0,2011,4,3,0,1,1,30.34,34.09,58,16.9979
2437.0,2012,10,4,0,1,1,9.84,11.365,52,12.998
2442.0,2011,18,3,0,1,1,35.26,40.15,47,19.9995
2443.0,2012,18,4,0,1,1,20.5,24.24,63,15.0013
2445.0,2012,8,2,0,1,1,24.6,31.06,43,15.0013
2447.0,2012,16,2,0,1,1,26.24,30.305,65,11.0014
2453.0,2012,14,1,0,0,1,20.5,24.24,42,19.0012
2456.0,2012,20,1,0,1,2,13.12,17.425,57,0
2458.0,2011,0,1,0,1,1,13.12,17.425,53,0
2464.0,2011,13,4,0,0,1,27.06,31.06,44,6.0032
2465.0,2011,16,3,0,0,1,34.44,37.88,41,19.0012
2468.0,2012,16,3,0,0,2,32.8,40.15,66,15.0013
2469.0,2012,4,3,0,1,1,26.24,28.79,83,7.0015
2470.0,2012,10,3,0,0,1,31.16,36.365,66,8.9981
2471.0,2012,3,4,0,1,1,17.22,21.21,88,12.998
2473.0,2011,5,2,0,1,1,16.4,20.455,66,15.0013
2477.0,2011,11,3,0,0,1,33.62,41.665,63,0
2482.0,2012,15,4,0,0,1,20.5,24.24,36,12.998
2486.0,2012,11,4,0,0,1,13.94,17.425,61,6.0032
2492.0,2011,5,2,0,1,1,9.84,12.88,70,7.0015
2493.0,2012,7,2,0,1,1,13.94,16.665,49,12.998
2496.0,2011,18,3,0,0,1,30.34,34.85,66,11.0014
2498.0,2012,3,2,0,1,1,15.58,19.695,46,0
2500.0,2012,23,2,0,1,3,24.6,28.79,78,12.998
2501.0,2012,7,4,0,1,2,10.66,11.365,56,19.9995
2502.0,2012,22,2,0,1,1,29.52,34.85,79,6.0032
2504.0,2012,15,4,0,0,3,17.22,21.21,77,8.9981
2505.0,2012,22,1,0,1,1,15.58,19.695,50,16.9979
2509.0,2012,19,3,0,1,1,30.34,34.09,62,19.0012
2514.0,2011,0,2,0,1,1,18.86,22.725,82,6.0032
2515.0,2012,16,2,1,0,1,32.8,34.85,33,31.0009
2516.0,2011,12,2,0,0,2,26.24,30.305,69,7.0015
2525.0,2011,15,2,0,1,1,32.8,34.09,21,26.0027
2527.0,2012,2,4,0,1,2,15.58,19.695,94,0
2533.0,2012,1,1,0,1,1,9.02,13.635,75,0
2534.0,2012,9,3,0,1,2,31.16,35.605,58,19.0012
2538.0,2011,17,4,0,1,2,19.68,23.485,88,12.998
2543.0,2012,17,2,0,0,1,28.7,31.82,34,16.9979
2551.0,2012,19,1,0,1,1,15.58,19.695,43,35.0008
2554.0,2011,13,4,0,1,3,22.14,25.76,60,15.0013
2560.0,2012,14,4,0,1,1,17.22,21.21,50,12.998
2562.0,2011,14,1,0,1,1,10.66,12.12,30,19.0012
2575.0,2011,5,4,0,1,3,18.86,22.725,94,7.0015
2579.0,2011,12,1,0,1,2,13.94,15.91,53,16.9979
2580.0,2012,18,4,0,1,1,15.58,19.695,50,23.9994
2582.0,2011,11,4,0,0,1,15.58,19.695,54,19.0012
2583.0,2012,9,3,0,0,1,33.62,39.395,56,0
2592.0,2012,4,4,0,1,3,14.76,17.425,87,11.0014
2593.0,2011,6,2,0,0,2,20.5,24.24,88,7.0015
2599.0,2012,0,1,0,0,2,9.84,12.12,87,8.9981
2600.0,2012,22,4,0,1,2,19.68,23.485,77,6.0032
2601.0,2011,14,1,0,0,1,18.86,22.725,41,19.9995
2602.0,2011,18,2,0,1,3,22.14,25.76,52,23.9994
2603.0,2012,0,1,0,0,2,16.4,20.455,30,23.9994
2607.0,2011,6,4,0,1,2,22.96,26.515,64,6.0032
2608.0,2012,1,1,0,1,1,15.58,19.695,50,8.9981
2614.0,2012,9,2,0,1,1,22.96,26.515,60,6.0032
2616.0,2012,13,3,0,1,2,35.26,40.15,47,19.0012
2617.0,2011,7,2,0,1,3,13.94,16.665,87,11.0014
2622.0,2011,6,1,0,1,1,9.02,11.365,80,12.998
2625.0,2011,22,1,0,1,1,9.84,13.635,62,7.0015
2626.0,2011,8,2,0,0,2,22.14,25.76,94,8.9981
2629.0,2011,12,2,0,0,1,28.7,31.82,32,11.0014
2637.0,2012,18,3,0,1,2,33.62,40.15,59,16.9979
2639.0,2012,2,1,0,1,1,18.86,22.725,88,11.0014
2640.0,2011,15,2,0,1,1,30.34,33.335,48,35.0008
2645.0,2011,14,2,0,0,1,24.6,31.06,49,0
2646.0,2012,21,1,0,1,1,24.6,31.06,40,6.0032
2649.0,2011,21,2,0,1,2,21.32,25,84,11.0014
2650.0,2011,8,4,0,1,1,8.2,11.365,69,7.0015
2656.0,2012,15,4,0,1,2,15.58,19.695,50,15.0013
2657.0,2012,15,2,0,1,1,22.96,26.515,21,19.9995
2661.0,2011,1,1,0,1,1,4.1,6.82,54,6.0032
2669.0,2011,14,2,0,0,1,33.62,38.635,49,7.0015
2673.0,2012,18,4,0,1,1,21.32,25,59,11.0014
2675.0,2011,21,3,0,1,2,20.5,24.24,63,0
2676.0,2012,18,1,0,0,1,7.38,9.09,29,15.0013
2679.0,2011,7,4,0,0,1,8.2,10.605,59,11.0014
2680.0,2012,21,1,0,0,1,11.48,13.635,36,15.0013
2682.0,2012,21,1,0,0,1,18.04,21.97,44,15.0013
2684.0,2012,8,4,0,0,2,13.94,15.15,46,19.9995
2685.0,2011,17,2,0,0,2,21.32,25,72,12.998
2688.0,2011,8,1,0,0,2,9.02,11.365,64,12.998
2690.0,2012,8,3,0,1,1,29.52,34.85,74,8.9981
2691.0,2012,6,2,0,1,3,22.96,26.515,84,0
2692.0,2011,3,2,0,1,2,20.5,24.24,88,8.9981
2693.0,2012,15,1,0,1,3,18.86,22.725,82,7.0015
2696.0,2012,9,4,0,1,1,13.94,17.425,53,7.0015
2698.0,2011,0,4,0,0,1,8.2,9.85,51,15.0013
2700.0,2011,10,3,1,0,2,28.7,32.575,70,11.0014
2704.0,2011,2,2,0,1,1,18.04,21.97,58,8.9981
2708.0,2011,8,3,0,0,1,27.06,30.305,78,11.0014
2711.0,2011,6,4,0,1,1,18.04,21.97,82,7.0015
2712.0,2012,21,4,0,1,1,11.48,15.91,48,0
2713.0,2011,20,1,0,1,1,9.84,9.85,48,36.9974
2714.0,2012,14,4,1,0,2,17.22,21.21,58,7.0015
2718.0,2011,0,4,0,1,1,18.04,21.97,100,12.998
2719.0,2012,5,4,0,0,2,13.94,18.18,87,0
2720.0,2011,16,1,0,0,3,9.02,11.365,100,8.9981
2721.0,2011,23,3,0,0,2,25.42,28.03,88,0
2723.0,2011,18,1,0,1,1,8.2,12.88,47,0
2724.0,2012,16,2,0,0,2,27.88,31.82,65,26.0027
2729.0,2011,18,2,0,0,2,30.34,32.575,30,11.0014
2730.0,2012,16,3,0,0,1,30.34,34.85,70,0
2732.0,2011,22,2,0,0,3,17.22,21.21,100,0
2733.0,2012,13,2,0,1,1,28.7,31.82,37,19.0012
2741.0,2012,22,2,0,1,1,26.24,30.305,73,11.0014
2742.0,2011,17,1,0,0,1,13.94,18.18,46,0
2744.0,2011,7,3,0,1,2,30.34,34.85,70,11.0014
2749.0,2012,12,3,0,1,2,31.16,34.09,40,7.0015
2750.0,2012,10,1,0,1,1,14.76,17.425,50,11.0014
2751.0,2011,3,1,0,1,1,7.38,8.335,43,16.9979
2767.0,2012,10,2,0,1,1,24.6,31.06,46,6.0032
2775.0,2011,4,4,0,0,1,6.56,8.335,59,11.0014
2782.0,2011,0,1,0,1,1,9.84,9.85,30,31.0009
2785.0,2012,1,2,0,1,2,27.88,31.82,65,11.0014
2786.0,2011,4,1,0,1,1,4.1,6.06,54,8.9981
2787.0,2011,4,2,0,1,1,9.84,12.12,65,8.9981
2794.0,2012,2,3,0,1,1,22.14,25.76,60,23.9994
2795.0,2011,12,1,0,1,1,20.5,24.24,59,12.998
2796.0,2011,23,2,0,1,1,16.4,20.455,71,8.9981
2799.0,2011,14,1,0,1,1,16.4,20.455,58,16.9979
2801.0,2011,16,1,0,1,1,10.66,12.12,30,16.9979
2802.0,2011,22,4,0,0,1,20.5,24.24,77,0
2804.0,2012,19,1,1,0,1,10.66,12.12,56,19.0012
2805.0,2011,15,3,0,1,1,36.9,42.425,42,23.9994
2808.0,2012,0,3,0,0,2,26.24,30.305,73,8.9981
2809.0,2011,16,4,0,0,1,11.48,13.635,45,15.0013
2810.0,2011,20,4,0,0,1,9.84,11.365,35,15.0013
2812.0,2012,9,2,0,1,1,24.6,31.06,38,32.9975
